pace,shooting,passing,dribbling,defending,physic,overall
75.0,80.0,68.0,78.0,29.0,74.0,79
77.0,71.0,69.0,69.0,51.0,80.0,72
48.0,44.0,67.0,69.0,69.0,72.0,71
50.0,56.0,63.0,53.0,70.0,70.0,69
76.0,64.0,74.0,77.0,76.0,72.0,78
72.0,70.0,65.0,71.0,50.0,60.0,70
66.0,71.0,59.0,70.0,29.0,74.0,72
72.0,40.0,57.0,58.0,61.0,60.0,64
68.0,65.0,68.0,71.0,36.0,56.0,68
63.0,62.0,75.0,77.0,64.0,62.0,73
77.0,60.0,54.0,62.0,42.0,57.0,61
59.0,49.0,65.0,64.0,67.0,72.0,71
64.0,41.0,63.0,62.0,59.0,60.0,63
62.0,50.0,67.0,70.0,55.0,70.0,68
73.0,55.0,53.0,56.0,30.0,49.0,57
72.0,49.0,63.0,68.0,53.0,54.0,62
66.0,39.0,49.0,52.0,63.0,73.0,64
67.0,66.0,75.0,72.0,65.0,67.0,72
67.0,61.0,66.0,65.0,58.0,63.0,66
67.0,28.0,41.0,55.0,46.0,54.0,54
64.0,55.0,65.0,68.0,64.0,70.0,67
64.0,50.0,57.0,55.0,49.0,58.0,59
78.0,44.0,60.0,69.0,67.0,67.0,70
61.0,35.0,63.0,66.0,68.0,69.0,69
63.0,79.0,86.0,80.0,71.0,72.0,84
73.0,60.0,66.0,71.0,58.0,54.0,67
45.0,37.0,55.0,51.0,64.0,67.0,63
61.0,36.0,47.0,48.0,61.0,73.0,62
51.0,26.0,34.0,43.0,58.0,60.0,57
56.0,37.0,55.0,55.0,74.0,80.0,75
71.0,62.0,62.0,67.0,50.0,58.0,64
71.0,57.0,63.0,65.0,52.0,65.0,62
64.0,71.0,62.0,73.0,33.0,71.0,70
68.0,33.0,50.0,56.0,65.0,75.0,67
41.0,64.0,68.0,64.0,74.0,83.0,73
69.0,53.0,56.0,57.0,39.0,53.0,57
69.0,41.0,60.0,61.0,72.0,74.0,72
35.0,40.0,53.0,55.0,77.0,75.0,75
58.0,36.0,49.0,47.0,41.0,54.0,49
60.0,50.0,61.0,60.0,57.0,75.0,63
80.0,69.0,74.0,82.0,43.0,53.0,77
64.0,44.0,58.0,59.0,56.0,67.0,62
57.0,18.0,25.0,50.0,59.0,72.0,59
75.0,66.0,73.0,73.0,37.0,49.0,72
81.0,36.0,51.0,54.0,58.0,73.0,63
44.0,24.0,39.0,46.0,64.0,70.0,63
63.0,59.0,44.0,54.0,20.0,65.0,58
68.0,62.0,66.0,65.0,66.0,76.0,70
62.0,54.0,60.0,62.0,63.0,72.0,65
66.0,65.0,69.0,69.0,69.0,79.0,70
58.0,33.0,37.0,40.0,52.0,59.0,52
73.0,33.0,36.0,40.0,51.0,50.0,50
66.0,75.0,80.0,88.0,59.0,59.0,82
91.0,71.0,69.0,79.0,44.0,68.0,76
75.0,40.0,52.0,63.0,62.0,71.0,66
69.0,46.0,53.0,65.0,75.0,80.0,75
69.0,59.0,55.0,59.0,54.0,61.0,60
72.0,54.0,64.0,63.0,53.0,70.0,62
79.0,78.0,79.0,79.0,34.0,64.0,77
67.0,37.0,54.0,53.0,61.0,70.0,63
64.0,48.0,59.0,64.0,49.0,42.0,60
83.0,58.0,61.0,76.0,37.0,55.0,68
75.0,57.0,61.0,64.0,54.0,65.0,63
67.0,63.0,68.0,68.0,37.0,46.0,66
67.0,49.0,51.0,53.0,51.0,53.0,57
73.0,32.0,47.0,56.0,54.0,43.0,58
81.0,76.0,82.0,87.0,51.0,61.0,83
82.0,71.0,71.0,77.0,64.0,69.0,75
91.0,58.0,66.0,74.0,78.0,73.0,76
69.0,40.0,61.0,60.0,57.0,64.0,62
68.0,82.0,76.0,83.0,43.0,70.0,79
76.0,51.0,67.0,72.0,67.0,66.0,71
58.0,59.0,49.0,56.0,22.0,50.0,58
69.0,57.0,66.0,73.0,63.0,69.0,69
70.0,25.0,47.0,52.0,50.0,66.0,57
65.0,61.0,63.0,66.0,51.0,61.0,65
66.0,39.0,59.0,69.0,63.0,68.0,67
63.0,67.0,56.0,67.0,40.0,77.0,68
66.0,52.0,57.0,58.0,53.0,67.0,60
54.0,50.0,57.0,51.0,66.0,71.0,67
79.0,27.0,44.0,49.0,49.0,50.0,56
73.0,74.0,59.0,74.0,25.0,62.0,75
69.0,51.0,58.0,65.0,50.0,56.0,58
67.0,69.0,78.0,78.0,85.0,83.0,86
75.0,75.0,61.0,77.0,34.0,66.0,74
68.0,31.0,48.0,54.0,72.0,83.0,74
73.0,55.0,50.0,58.0,41.0,54.0,57
50.0,61.0,64.0,65.0,68.0,72.0,69
61.0,62.0,57.0,62.0,60.0,69.0,64
73.0,52.0,57.0,61.0,34.0,34.0,59
63.0,50.0,57.0,62.0,54.0,51.0,59
78.0,57.0,42.0,63.0,20.0,52.0,59
66.0,63.0,63.0,69.0,54.0,63.0,68
80.0,38.0,48.0,54.0,37.0,45.0,50
59.0,69.0,68.0,67.0,65.0,70.0,69
75.0,45.0,57.0,62.0,71.0,66.0,72
76.0,59.0,68.0,69.0,54.0,59.0,67
59.0,33.0,45.0,46.0,63.0,66.0,63
76.0,64.0,69.0,68.0,60.0,68.0,69
80.0,56.0,53.0,64.0,24.0,54.0,62
72.0,64.0,62.0,71.0,24.0,57.0,67
80.0,54.0,55.0,61.0,33.0,47.0,59
72.0,62.0,61.0,66.0,48.0,48.0,62
64.0,52.0,60.0,64.0,58.0,60.0,62
72.0,32.0,41.0,49.0,48.0,59.0,54
58.0,29.0,63.0,58.0,77.0,84.0,78
38.0,50.0,55.0,54.0,67.0,86.0,67
78.0,77.0,55.0,74.0,27.0,75.0,77
59.0,47.0,47.0,57.0,70.0,77.0,71
77.0,32.0,53.0,65.0,76.0,76.0,74
58.0,54.0,63.0,64.0,56.0,58.0,64
68.0,48.0,62.0,67.0,69.0,80.0,71
30.0,79.0,67.0,67.0,28.0,70.0,74
72.0,60.0,56.0,58.0,25.0,72.0,63
59.0,42.0,56.0,45.0,52.0,63.0,54
62.0,32.0,39.0,40.0,57.0,68.0,58
85.0,61.0,63.0,69.0,38.0,41.0,67
66.0,30.0,39.0,42.0,60.0,68.0,60
91.0,63.0,54.0,71.0,35.0,53.0,67
64.0,61.0,87.0,91.0,79.0,67.0,87
78.0,74.0,72.0,77.0,30.0,72.0,73
71.0,32.0,53.0,58.0,62.0,72.0,63
55.0,53.0,54.0,61.0,64.0,67.0,63
78.0,60.0,59.0,63.0,48.0,66.0,65
56.0,31.0,53.0,50.0,67.0,77.0,68
59.0,51.0,59.0,66.0,46.0,45.0,59
71.0,49.0,65.0,60.0,62.0,67.0,67
80.0,67.0,66.0,73.0,25.0,65.0,71
34.0,46.0,63.0,62.0,73.0,77.0,74
78.0,50.0,64.0,70.0,56.0,46.0,64
78.0,31.0,52.0,59.0,59.0,59.0,64
81.0,68.0,52.0,67.0,26.0,64.0,68
86.0,70.0,73.0,76.0,37.0,58.0,72
64.0,76.0,77.0,77.0,45.0,62.0,76
78.0,38.0,47.0,56.0,61.0,67.0,63
79.0,76.0,73.0,78.0,41.0,75.0,76
61.0,55.0,54.0,55.0,57.0,64.0,59
85.0,60.0,60.0,69.0,25.0,43.0,69
71.0,26.0,48.0,59.0,64.0,68.0,64
90.0,58.0,63.0,67.0,40.0,47.0,66
67.0,63.0,72.0,68.0,42.0,65.0,67
50.0,47.0,67.0,69.0,68.0,78.0,73
78.0,60.0,60.0,68.0,40.0,56.0,66
74.0,68.0,52.0,69.0,31.0,66.0,69
39.0,29.0,48.0,46.0,63.0,74.0,65
60.0,33.0,47.0,58.0,75.0,86.0,76
61.0,53.0,52.0,60.0,62.0,57.0,62
62.0,42.0,57.0,54.0,63.0,69.0,63
75.0,28.0,52.0,63.0,71.0,76.0,72
78.0,75.0,54.0,71.0,26.0,76.0,75
63.0,47.0,62.0,66.0,66.0,71.0,65
84.0,75.0,69.0,79.0,31.0,60.0,76
46.0,44.0,47.0,48.0,64.0,67.0,64
68.0,69.0,55.0,67.0,29.0,68.0,70
64.0,39.0,61.0,60.0,72.0,78.0,72
51.0,27.0,49.0,43.0,64.0,69.0,65
77.0,73.0,71.0,75.0,47.0,57.0,75
46.0,67.0,58.0,61.0,28.0,64.0,64
76.0,73.0,71.0,82.0,35.0,52.0,76
63.0,62.0,67.0,69.0,57.0,74.0,69
62.0,35.0,49.0,52.0,71.0,75.0,71
72.0,58.0,60.0,70.0,37.0,62.0,66
68.0,59.0,62.0,67.0,46.0,55.0,67
82.0,44.0,64.0,67.0,63.0,70.0,70
70.0,79.0,73.0,80.0,35.0,64.0,75
77.0,63.0,61.0,68.0,45.0,58.0,66
86.0,63.0,66.0,72.0,44.0,50.0,70
71.0,64.0,61.0,66.0,59.0,59.0,64
83.0,67.0,66.0,75.0,52.0,67.0,72
85.0,68.0,72.0,77.0,61.0,56.0,76
70.0,25.0,36.0,43.0,54.0,66.0,55
80.0,53.0,40.0,66.0,26.0,53.0,57
74.0,54.0,40.0,57.0,21.0,52.0,56
52.0,61.0,47.0,58.0,26.0,67.0,60
71.0,41.0,55.0,64.0,62.0,72.0,68
65.0,65.0,47.0,63.0,27.0,52.0,65
71.0,72.0,54.0,67.0,33.0,73.0,70
57.0,56.0,62.0,61.0,61.0,71.0,63
63.0,60.0,67.0,68.0,74.0,78.0,74
48.0,30.0,44.0,46.0,62.0,73.0,62
62.0,43.0,59.0,61.0,65.0,72.0,66
72.0,56.0,52.0,64.0,29.0,65.0,60
72.0,68.0,58.0,66.0,27.0,72.0,67
85.0,73.0,67.0,76.0,35.0,61.0,75
76.0,43.0,58.0,63.0,59.0,79.0,67
74.0,61.0,58.0,67.0,50.0,56.0,63
65.0,42.0,52.0,47.0,44.0,58.0,52
70.0,71.0,48.0,69.0,25.0,76.0,71
75.0,59.0,40.0,55.0,18.0,55.0,59
73.0,54.0,54.0,58.0,37.0,56.0,59
68.0,51.0,67.0,67.0,68.0,68.0,70
72.0,71.0,55.0,68.0,29.0,69.0,71
84.0,60.0,75.0,77.0,75.0,79.0,80
79.0,52.0,50.0,65.0,40.0,67.0,60
70.0,26.0,40.0,49.0,56.0,73.0,59
67.0,61.0,59.0,66.0,49.0,57.0,65
85.0,75.0,74.0,72.0,63.0,69.0,75
71.0,56.0,55.0,66.0,36.0,43.0,60
74.0,47.0,58.0,67.0,39.0,41.0,61
69.0,51.0,60.0,64.0,70.0,74.0,71
54.0,31.0,53.0,43.0,70.0,57.0,63
82.0,59.0,54.0,64.0,26.0,71.0,62
63.0,41.0,50.0,54.0,52.0,65.0,55
85.0,56.0,50.0,66.0,29.0,49.0,61
66.0,48.0,48.0,54.0,57.0,57.0,59
71.0,46.0,60.0,62.0,62.0,65.0,66
57.0,46.0,55.0,61.0,60.0,71.0,60
72.0,62.0,75.0,77.0,43.0,58.0,73
63.0,30.0,53.0,57.0,55.0,64.0,59
84.0,39.0,55.0,61.0,64.0,80.0,69
67.0,30.0,42.0,51.0,50.0,58.0,55
70.0,35.0,36.0,55.0,57.0,64.0,57
59.0,26.0,32.0,36.0,56.0,57.0,54
66.0,46.0,59.0,62.0,64.0,74.0,68
59.0,40.0,53.0,54.0,36.0,48.0,52
64.0,50.0,56.0,55.0,53.0,64.0,60
66.0,35.0,56.0,68.0,69.0,67.0,68
62.0,65.0,54.0,65.0,28.0,76.0,67
68.0,70.0,73.0,72.0,58.0,42.0,70
80.0,72.0,60.0,69.0,32.0,65.0,67
73.0,53.0,43.0,59.0,18.0,53.0,55
70.0,43.0,44.0,53.0,32.0,48.0,54
50.0,63.0,74.0,72.0,73.0,72.0,76
68.0,35.0,49.0,54.0,69.0,73.0,70
58.0,34.0,51.0,52.0,64.0,66.0,64
72.0,46.0,64.0,60.0,66.0,77.0,70
79.0,55.0,51.0,58.0,21.0,46.0,55
87.0,36.0,60.0,68.0,64.0,67.0,71
79.0,61.0,50.0,63.0,34.0,68.0,62
69.0,59.0,47.0,59.0,31.0,60.0,60
76.0,27.0,49.0,60.0,55.0,56.0,60
89.0,75.0,74.0,80.0,48.0,62.0,79
60.0,78.0,60.0,70.0,26.0,81.0,78
73.0,51.0,62.0,66.0,53.0,62.0,65
67.0,54.0,54.0,60.0,41.0,53.0,57
65.0,49.0,61.0,58.0,60.0,71.0,63
61.0,53.0,56.0,55.0,59.0,70.0,61
69.0,57.0,60.0,62.0,44.0,62.0,62
68.0,57.0,54.0,60.0,25.0,70.0,58
65.0,57.0,53.0,57.0,43.0,63.0,59
42.0,29.0,41.0,39.0,64.0,78.0,65
54.0,47.0,54.0,61.0,40.0,53.0,53
63.0,26.0,40.0,45.0,55.0,57.0,54
72.0,73.0,72.0,77.0,40.0,61.0,75
78.0,49.0,65.0,69.0,67.0,70.0,71
50.0,38.0,48.0,51.0,65.0,76.0,66
59.0,25.0,46.0,51.0,62.0,63.0,60
78.0,63.0,63.0,72.0,31.0,52.0,69
74.0,38.0,53.0,57.0,57.0,67.0,62
65.0,66.0,51.0,64.0,32.0,66.0,64
87.0,62.0,43.0,65.0,17.0,38.0,60
68.0,66.0,46.0,60.0,25.0,73.0,64
75.0,60.0,70.0,78.0,63.0,63.0,72
67.0,39.0,54.0,57.0,56.0,67.0,59
63.0,72.0,77.0,77.0,62.0,65.0,75
52.0,46.0,48.0,54.0,66.0,71.0,66
89.0,65.0,62.0,68.0,37.0,73.0,70
65.0,52.0,60.0,65.0,59.0,67.0,64
79.0,66.0,63.0,70.0,23.0,67.0,69
89.0,64.0,62.0,71.0,30.0,67.0,68
63.0,61.0,71.0,67.0,62.0,69.0,69
70.0,69.0,76.0,83.0,67.0,70.0,79
69.0,28.0,46.0,60.0,60.0,66.0,61
75.0,54.0,57.0,63.0,32.0,56.0,63
64.0,64.0,70.0,71.0,58.0,63.0,69
60.0,64.0,71.0,73.0,76.0,77.0,77
50.0,42.0,65.0,60.0,79.0,78.0,78
63.0,33.0,47.0,53.0,53.0,55.0,56
60.0,64.0,68.0,67.0,50.0,58.0,66
91.0,49.0,58.0,65.0,60.0,68.0,68
73.0,24.0,33.0,51.0,43.0,55.0,50
69.0,45.0,59.0,60.0,59.0,70.0,64
56.0,40.0,60.0,62.0,82.0,76.0,80
46.0,30.0,43.0,40.0,66.0,64.0,64
90.0,60.0,55.0,69.0,46.0,75.0,66
57.0,62.0,63.0,64.0,54.0,72.0,65
46.0,32.0,55.0,59.0,79.0,81.0,77
73.0,42.0,43.0,58.0,23.0,51.0,52
76.0,70.0,70.0,73.0,73.0,68.0,73
64.0,28.0,42.0,47.0,52.0,57.0,53
70.0,25.0,44.0,52.0,63.0,73.0,64
58.0,76.0,73.0,75.0,49.0,68.0,73
62.0,25.0,45.0,49.0,64.0,72.0,65
68.0,46.0,46.0,61.0,32.0,42.0,54
51.0,69.0,72.0,68.0,51.0,81.0,69
79.0,76.0,78.0,86.0,47.0,68.0,81
59.0,78.0,75.0,73.0,36.0,74.0,73
52.0,29.0,34.0,45.0,67.0,74.0,67
74.0,56.0,59.0,64.0,42.0,48.0,63
46.0,53.0,63.0,60.0,67.0,74.0,68
61.0,31.0,46.0,46.0,63.0,67.0,63
77.0,63.0,60.0,64.0,41.0,61.0,65
76.0,34.0,63.0,63.0,59.0,65.0,66
64.0,50.0,59.0,65.0,64.0,69.0,65
57.0,51.0,59.0,59.0,61.0,75.0,64
68.0,32.0,45.0,44.0,67.0,81.0,68
55.0,51.0,38.0,53.0,19.0,58.0,52
85.0,25.0,45.0,51.0,66.0,76.0,67
64.0,73.0,55.0,64.0,50.0,79.0,69
78.0,69.0,76.0,82.0,30.0,50.0,78
82.0,53.0,56.0,63.0,32.0,51.0,61
74.0,40.0,51.0,58.0,66.0,71.0,66
65.0,41.0,60.0,61.0,74.0,75.0,73
57.0,25.0,42.0,48.0,62.0,62.0,62
35.0,21.0,30.0,27.0,52.0,63.0,51
65.0,66.0,63.0,66.0,42.0,58.0,64
75.0,77.0,81.0,82.0,64.0,66.0,81
73.0,52.0,30.0,46.0,18.0,43.0,52
74.0,66.0,58.0,67.0,26.0,64.0,67
79.0,57.0,62.0,63.0,46.0,62.0,64
70.0,61.0,68.0,67.0,69.0,70.0,72
61.0,53.0,66.0,66.0,47.0,44.0,63
53.0,33.0,57.0,54.0,71.0,72.0,70
54.0,30.0,46.0,53.0,61.0,64.0,61
71.0,50.0,69.0,69.0,70.0,69.0,74
71.0,51.0,65.0,69.0,61.0,71.0,67
75.0,61.0,70.0,74.0,73.0,77.0,76
57.0,33.0,40.0,46.0,54.0,63.0,55
66.0,56.0,63.0,67.0,69.0,66.0,69
66.0,50.0,59.0,64.0,69.0,75.0,71
75.0,58.0,56.0,67.0,26.0,46.0,63
68.0,60.0,62.0,68.0,36.0,52.0,65
69.0,34.0,55.0,61.0,59.0,73.0,62
79.0,55.0,62.0,68.0,53.0,66.0,65
83.0,60.0,55.0,64.0,36.0,58.0,63
74.0,72.0,51.0,66.0,36.0,80.0,72
80.0,56.0,41.0,59.0,20.0,48.0,59
74.0,42.0,55.0,58.0,56.0,67.0,61
77.0,59.0,58.0,63.0,26.0,55.0,63
79.0,44.0,44.0,53.0,52.0,61.0,59
69.0,46.0,45.0,50.0,40.0,58.0,52
78.0,62.0,68.0,64.0,71.0,83.0,73
70.0,40.0,56.0,62.0,65.0,67.0,66
91.0,65.0,70.0,71.0,68.0,72.0,74
43.0,28.0,45.0,53.0,72.0,80.0,72
59.0,36.0,57.0,65.0,62.0,79.0,65
72.0,43.0,56.0,60.0,67.0,73.0,68
64.0,23.0,50.0,52.0,61.0,73.0,63
68.0,63.0,66.0,64.0,51.0,67.0,64
70.0,74.0,74.0,75.0,65.0,66.0,75
69.0,64.0,61.0,68.0,39.0,67.0,65
78.0,68.0,60.0,71.0,35.0,60.0,67
70.0,56.0,45.0,59.0,20.0,62.0,58
65.0,57.0,67.0,70.0,58.0,60.0,67
65.0,48.0,50.0,56.0,27.0,47.0,54
78.0,57.0,62.0,69.0,24.0,41.0,65
68.0,33.0,42.0,57.0,58.0,66.0,59
72.0,65.0,61.0,65.0,54.0,74.0,66
41.0,66.0,72.0,67.0,68.0,76.0,73
68.0,59.0,63.0,66.0,74.0,71.0,75
71.0,67.0,70.0,75.0,70.0,79.0,75
70.0,59.0,64.0,64.0,65.0,70.0,67
68.0,51.0,54.0,63.0,34.0,57.0,60
68.0,58.0,61.0,66.0,66.0,66.0,67
55.0,66.0,62.0,68.0,34.0,71.0,67
73.0,52.0,59.0,72.0,53.0,46.0,68
64.0,31.0,51.0,55.0,75.0,67.0,72
64.0,61.0,62.0,62.0,31.0,49.0,60
74.0,39.0,49.0,57.0,55.0,66.0,61
71.0,67.0,64.0,69.0,36.0,72.0,68
75.0,59.0,63.0,66.0,63.0,67.0,66
81.0,53.0,46.0,57.0,22.0,62.0,55
66.0,44.0,56.0,61.0,66.0,72.0,68
64.0,32.0,52.0,52.0,62.0,70.0,64
67.0,57.0,58.0,63.0,58.0,70.0,62
68.0,66.0,46.0,60.0,23.0,68.0,64
77.0,58.0,58.0,73.0,44.0,53.0,65
64.0,33.0,44.0,46.0,66.0,72.0,66
82.0,57.0,63.0,73.0,32.0,58.0,70
63.0,71.0,73.0,72.0,61.0,67.0,73
53.0,25.0,30.0,33.0,55.0,70.0,55
61.0,68.0,55.0,65.0,31.0,76.0,69
75.0,56.0,58.0,63.0,42.0,73.0,64
71.0,53.0,56.0,60.0,46.0,56.0,57
70.0,61.0,45.0,58.0,19.0,63.0,62
78.0,57.0,64.0,71.0,41.0,50.0,70
69.0,54.0,57.0,61.0,36.0,54.0,58
63.0,54.0,65.0,62.0,70.0,72.0,70
72.0,57.0,68.0,75.0,65.0,62.0,70
73.0,66.0,65.0,70.0,53.0,63.0,69
90.0,76.0,74.0,79.0,49.0,73.0,78
72.0,33.0,54.0,58.0,63.0,63.0,66
48.0,33.0,63.0,58.0,75.0,80.0,75
69.0,51.0,59.0,59.0,61.0,68.0,62
73.0,52.0,54.0,64.0,56.0,63.0,61
55.0,57.0,39.0,54.0,26.0,62.0,58
73.0,49.0,57.0,62.0,57.0,62.0,62
89.0,60.0,61.0,67.0,51.0,61.0,66
72.0,62.0,71.0,71.0,72.0,62.0,73
61.0,67.0,71.0,75.0,73.0,79.0,75
81.0,58.0,56.0,64.0,38.0,66.0,63
75.0,57.0,54.0,65.0,48.0,67.0,63
58.0,74.0,73.0,74.0,77.0,87.0,77
76.0,33.0,55.0,64.0,56.0,62.0,63
57.0,48.0,56.0,62.0,64.0,71.0,65
60.0,37.0,43.0,58.0,60.0,53.0,60
63.0,63.0,76.0,78.0,69.0,64.0,77
73.0,57.0,67.0,70.0,65.0,80.0,68
65.0,59.0,62.0,65.0,61.0,75.0,68
67.0,61.0,58.0,69.0,27.0,47.0,64
75.0,55.0,65.0,68.0,69.0,69.0,73
73.0,37.0,40.0,51.0,22.0,42.0,50
68.0,56.0,53.0,62.0,30.0,40.0,58
80.0,64.0,62.0,71.0,36.0,57.0,68
57.0,62.0,46.0,56.0,32.0,65.0,61
73.0,55.0,65.0,56.0,58.0,68.0,62
74.0,76.0,68.0,76.0,43.0,63.0,75
82.0,66.0,65.0,72.0,35.0,58.0,69
67.0,62.0,66.0,66.0,33.0,61.0,65
80.0,56.0,53.0,68.0,25.0,50.0,64
82.0,61.0,68.0,75.0,76.0,80.0,78
80.0,63.0,61.0,68.0,30.0,58.0,67
63.0,47.0,54.0,57.0,52.0,64.0,58
64.0,35.0,46.0,51.0,69.0,79.0,70
61.0,40.0,46.0,52.0,62.0,74.0,63
70.0,52.0,53.0,64.0,32.0,57.0,59
66.0,31.0,40.0,47.0,49.0,50.0,52
56.0,61.0,47.0,54.0,28.0,67.0,62
53.0,59.0,65.0,74.0,46.0,61.0,65
78.0,57.0,60.0,56.0,71.0,82.0,73
63.0,55.0,66.0,69.0,70.0,76.0,75
69.0,50.0,59.0,63.0,41.0,51.0,60
79.0,64.0,59.0,71.0,40.0,69.0,68
82.0,79.0,76.0,86.0,40.0,68.0,83
67.0,31.0,56.0,58.0,61.0,71.0,63
54.0,50.0,64.0,61.0,63.0,68.0,66
68.0,52.0,58.0,59.0,65.0,69.0,65
75.0,62.0,69.0,72.0,52.0,68.0,70
81.0,55.0,68.0,67.0,66.0,71.0,71
71.0,66.0,56.0,67.0,35.0,69.0,66
49.0,37.0,49.0,49.0,62.0,77.0,63
73.0,62.0,44.0,54.0,36.0,73.0,64
72.0,42.0,59.0,58.0,57.0,58.0,59
67.0,34.0,50.0,58.0,63.0,54.0,64
71.0,45.0,66.0,72.0,75.0,70.0,74
79.0,63.0,60.0,72.0,34.0,57.0,66
60.0,28.0,44.0,47.0,64.0,64.0,64
65.0,23.0,46.0,47.0,57.0,50.0,59
69.0,62.0,59.0,61.0,64.0,78.0,66
43.0,47.0,49.0,40.0,68.0,81.0,68
71.0,49.0,63.0,61.0,70.0,75.0,71
76.0,69.0,66.0,67.0,59.0,76.0,69
82.0,64.0,65.0,72.0,34.0,65.0,70
67.0,48.0,54.0,58.0,53.0,53.0,59
66.0,54.0,62.0,65.0,59.0,66.0,63
80.0,49.0,59.0,66.0,65.0,67.0,70
87.0,63.0,67.0,76.0,68.0,72.0,76
52.0,67.0,76.0,77.0,41.0,63.0,73
67.0,35.0,53.0,59.0,70.0,78.0,71
73.0,54.0,45.0,64.0,27.0,47.0,58
53.0,48.0,63.0,66.0,66.0,72.0,68
70.0,60.0,66.0,69.0,52.0,61.0,64
64.0,64.0,67.0,71.0,69.0,79.0,70
68.0,51.0,61.0,64.0,61.0,70.0,67
77.0,70.0,54.0,66.0,28.0,65.0,68
62.0,49.0,56.0,58.0,66.0,67.0,66
58.0,47.0,64.0,67.0,71.0,72.0,72
80.0,57.0,64.0,67.0,59.0,62.0,66
81.0,70.0,63.0,73.0,48.0,74.0,71
70.0,58.0,59.0,62.0,27.0,47.0,61
71.0,61.0,72.0,73.0,80.0,74.0,80
75.0,46.0,61.0,62.0,55.0,43.0,61
61.0,68.0,65.0,66.0,55.0,68.0,67
67.0,49.0,32.0,44.0,22.0,55.0,52
68.0,58.0,64.0,65.0,58.0,69.0,64
76.0,43.0,65.0,66.0,69.0,74.0,72
71.0,51.0,59.0,62.0,32.0,48.0,61
72.0,54.0,74.0,75.0,73.0,59.0,77
65.0,25.0,42.0,51.0,58.0,62.0,57
89.0,59.0,70.0,74.0,32.0,60.0,73
80.0,70.0,70.0,74.0,40.0,62.0,72
69.0,45.0,57.0,59.0,86.0,80.0,84
75.0,58.0,65.0,73.0,38.0,46.0,67
80.0,65.0,68.0,71.0,65.0,65.0,70
63.0,43.0,52.0,61.0,53.0,55.0,57
50.0,42.0,53.0,62.0,70.0,77.0,70
71.0,67.0,70.0,72.0,67.0,74.0,71
76.0,63.0,69.0,66.0,63.0,65.0,69
77.0,64.0,58.0,69.0,34.0,51.0,65
75.0,76.0,80.0,81.0,46.0,67.0,79
70.0,70.0,71.0,70.0,66.0,73.0,72
65.0,60.0,67.0,66.0,68.0,73.0,72
80.0,71.0,68.0,70.0,42.0,80.0,74
46.0,24.0,37.0,38.0,64.0,79.0,65
51.0,32.0,50.0,51.0,68.0,67.0,68
66.0,36.0,52.0,57.0,67.0,61.0,66
53.0,33.0,45.0,43.0,55.0,67.0,57
73.0,25.0,51.0,61.0,62.0,64.0,66
67.0,23.0,34.0,39.0,55.0,62.0,55
75.0,62.0,68.0,71.0,71.0,86.0,75
72.0,34.0,57.0,63.0,70.0,68.0,70
67.0,78.0,64.0,75.0,44.0,81.0,79
74.0,69.0,65.0,66.0,39.0,67.0,69
68.0,48.0,63.0,64.0,45.0,51.0,60
59.0,39.0,53.0,57.0,80.0,81.0,77
80.0,58.0,45.0,56.0,31.0,72.0,58
69.0,42.0,64.0,57.0,65.0,64.0,66
63.0,48.0,53.0,63.0,32.0,47.0,58
87.0,64.0,74.0,77.0,76.0,78.0,78
74.0,29.0,39.0,60.0,55.0,52.0,58
66.0,69.0,62.0,64.0,39.0,63.0,65
92.0,45.0,60.0,72.0,65.0,71.0,73
59.0,29.0,41.0,39.0,53.0,60.0,54
59.0,25.0,53.0,48.0,64.0,64.0,63
57.0,76.0,56.0,67.0,25.0,70.0,73
64.0,40.0,43.0,52.0,19.0,37.0,49
47.0,26.0,47.0,49.0,70.0,71.0,69
71.0,52.0,60.0,62.0,62.0,62.0,65
47.0,62.0,51.0,56.0,36.0,74.0,61
74.0,34.0,52.0,59.0,58.0,60.0,63
79.0,53.0,62.0,67.0,57.0,72.0,66
58.0,26.0,34.0,42.0,51.0,59.0,52
77.0,45.0,57.0,63.0,59.0,70.0,63
66.0,49.0,53.0,55.0,35.0,49.0,54
66.0,54.0,65.0,67.0,39.0,64.0,64
63.0,25.0,41.0,45.0,66.0,71.0,65
81.0,75.0,73.0,77.0,41.0,75.0,75
57.0,29.0,42.0,52.0,59.0,71.0,61
82.0,57.0,61.0,65.0,36.0,62.0,64
80.0,51.0,51.0,56.0,27.0,50.0,58
55.0,25.0,34.0,37.0,54.0,54.0,53
68.0,72.0,52.0,68.0,31.0,79.0,73
86.0,55.0,61.0,68.0,21.0,52.0,66
86.0,60.0,62.0,71.0,51.0,53.0,69
59.0,21.0,39.0,33.0,54.0,64.0,53
67.0,59.0,64.0,67.0,50.0,63.0,65
68.0,60.0,59.0,64.0,56.0,60.0,64
68.0,61.0,44.0,58.0,23.0,79.0,62
60.0,48.0,54.0,62.0,61.0,69.0,66
65.0,55.0,66.0,64.0,54.0,57.0,64
84.0,60.0,58.0,70.0,36.0,55.0,67
70.0,69.0,76.0,75.0,61.0,66.0,73
63.0,52.0,48.0,54.0,57.0,69.0,59
93.0,66.0,75.0,76.0,72.0,77.0,81
80.0,68.0,66.0,74.0,51.0,67.0,72
60.0,30.0,36.0,36.0,66.0,66.0,64
70.0,78.0,62.0,72.0,31.0,70.0,78
