height_cm,attacking_overall,defending_overall,pace,shooting,passing,dribbling,physic,skill_overall,movement_overall,power_overall,mentality_overall,goalkeeping_overall,forward,midfielder,defender,goalkeeper
179,55,58,69,53,61,61,61,60,69,62,58,11,0,1,0,0
176,46,22,84,53,45,63,43,50,73,49,39,11,1,0,0,0
186,39,64,63,33,38,39,50,33,60,48,43,13,0,0,1,0
183,60,32,58,67,49,61,64,46,59,64,50,12,1,0,0,0
180,40,57,50,27,49,41,63,37,51,51,38,11,0,0,1,0
194,12,11,28,18,25,27,29,12,27,35,20,50,0,0,0,1
180,71,79,81,68,77,78,77,70,78,74,74,12,0,1,0,0
196,11,10,28,18,25,27,29,13,27,36,20,47,0,0,0,1
185,57,30,66,58,51,55,72,49,65,67,50,11,1,0,0,0
174,51,60,71,38,58,63,62,56,68,53,54,10,0,0,1,0
183,56,73,63,53,65,64,75,60,64,68,65,11,0,1,0,0
175,70,77,73,65,80,80,69,79,76,71,73,12,0,0,1,0
178,69,46,77,73,70,77,79,70,76,78,69,11,1,0,0,0
173,51,26,75,52,54,55,52,45,69,57,42,11,0,1,0,0
182,62,62,52,65,70,68,58,68,60,64,60,10,0,1,0,0
185,15,13,28,18,25,27,29,18,57,46,26,58,0,0,0,1
173,43,55,68,35,50,56,64,46,63,53,50,10,0,0,1,0
190,70,66,77,74,77,82,71,74,76,76,69,10,0,1,0,0
187,51,59,59,53,47,49,62,43,59,59,51,10,0,0,1,0
193,14,11,28,18,25,27,29,15,36,37,21,50,0,0,0,1
184,58,24,73,65,62,65,67,62,69,67,54,12,0,1,0,0
180,51,61,69,46,62,62,66,63,64,64,56,9,0,0,1,0
182,62,28,63,60,66,69,66,65,63,63,55,13,0,1,0,0
192,16,11,28,18,25,27,29,15,39,39,26,63,0,0,0,1
193,14,11,28,18,25,27,29,13,29,35,22,55,0,0,0,1
171,51,59,73,52,65,68,66,61,75,65,58,12,0,1,0,0
185,64,27,65,73,51,63,80,50,66,77,56,12,1,0,0,0
174,53,64,79,54,58,67,75,58,74,71,64,10,0,0,1,0
185,53,64,67,40,52,54,68,41,60,56,49,9,0,0,1,0
178,62,68,68,59,65,69,70,66,67,67,62,11,0,1,0,0
178,50,20,72,53,48,62,58,49,65,60,45,10,1,0,0,0
168,62,75,89,58,70,77,59,62,87,66,68,12,0,0,1,0
180,60,27,78,69,53,69,59,56,74,66,49,11,1,0,0,0
177,55,63,81,54,60,66,70,55,73,65,57,11,0,0,1,0
175,64,53,75,63,70,75,65,68,75,62,68,13,0,1,0,0
172,56,28,82,64,60,69,59,60,76,63,55,10,0,1,0,0
190,72,19,73,79,72,76,77,76,64,75,70,4,1,0,0,0
195,15,14,28,18,25,27,29,14,44,46,24,66,0,0,0,1
186,45,62,80,37,53,60,73,53,69,65,50,8,0,0,1,0
179,37,58,73,31,41,54,60,43,63,48,46,12,0,0,1,0
185,57,69,81,62,66,69,80,62,76,74,69,10,0,1,0,0
188,15,13,28,18,25,27,29,14,46,46,32,62,0,0,0,1
182,18,14,28,18,25,27,29,20,50,41,21,58,0,0,0,1
165,58,61,70,61,58,70,70,59,73,65,62,9,0,1,0,0
182,54,63,66,56,54,62,70,52,65,67,56,10,0,1,0,0
184,62,73,75,70,72,76,76,68,75,75,70,13,0,1,0,0
173,55,27,76,59,56,63,57,56,70,58,48,11,1,0,0,0
176,45,48,69,46,50,55,55,47,65,53,47,12,0,1,0,0
178,64,58,66,66,72,71,67,70,69,69,64,12,0,1,0,0
179,57,58,74,59,67,70,64,63,70,64,62,10,0,1,0,0
190,40,68,63,29,45,44,63,41,54,54,48,12,0,0,1,0
183,68,27,69,69,72,73,70,70,69,70,62,12,0,1,0,0
170,57,24,78,62,54,66,46,54,74,59,49,8,1,0,0,0
192,42,55,55,35,47,51,60,46,49,42,46,9,0,0,1,0
179,54,58,69,51,67,69,66,60,67,60,63,11,0,1,0,0
186,44,68,51,32,50,51,67,44,48,54,48,11,0,0,1,0
178,63,49,74,65,65,70,76,62,69,75,63,12,0,1,0,0
183,67,42,32,72,59,65,74,57,56,69,67,11,1,0,0,0
180,61,39,74,66,68,74,63,69,71,62,59,10,0,1,0,0
185,45,61,56,26,55,56,64,54,55,54,48,12,0,0,1,0
184,38,53,71,38,47,57,68,45,65,59,56,11,0,0,1,0
176,63,24,77,67,61,71,79,64,73,76,55,13,1,0,0,0
183,19,15,28,18,25,27,29,24,48,44,24,58,0,0,0,1
186,52,65,71,34,58,59,71,51,61,56,52,11,0,0,1,0
177,54,22,66,59,48,58,53,47,63,58,47,11,1,0,0,0
175,11,16,28,18,25,27,29,12,35,32,22,47,0,0,0,1
182,12,12,28,18,25,27,29,13,29,34,18,47,0,0,0,1
178,53,53,60,55,59,63,52,56,59,55,57,10,0,1,0,0
191,48,76,75,35,47,52,74,43,66,58,50,10,0,0,1,0
176,60,58,73,67,62,67,68,64,70,70,62,9,0,1,0,0
178,60,69,78,55,66,64,61,62,72,61,65,12,0,0,1,0
179,55,29,67,58,57,61,42,55,61,49,46,10,1,0,0,0
174,50,63,71,46,58,61,59,57,68,55,54,10,0,0,1,0
181,53,19,80,64,43,65,62,49,68,59,50,10,1,0,0,0
185,55,52,79,55,62,68,66,59,74,64,53,10,0,1,0,0
177,60,56,75,65,63,69,69,61,72,71,61,9,0,1,0,0
185,52,54,63,55,58,63,58,56,63,58,55,11,0,1,0,0
178,49,61,58,44,57,57,64,52,59,59,53,10,0,0,1,0
186,48,64,57,39,53,55,76,48,62,65,55,10,0,0,1,0
174,55,41,91,59,63,69,46,64,82,52,55,11,0,1,0,0
190,16,16,28,18,25,27,29,15,47,45,25,61,0,0,0,1
190,46,67,36,40,50,49,73,44,46,65,51,11,0,0,1,0
171,65,77,73,61,71,73,68,68,73,67,68,12,0,0,1,0
183,63,21,70,66,54,64,63,50,68,65,47,10,1,0,0,0
192,44,69,51,34,46,46,77,40,48,61,51,9,0,0,1,0
178,73,27,84,75,68,81,72,75,81,75,64,11,1,0,0,0
183,46,59,73,37,52,58,70,48,65,60,54,11,0,0,1,0
176,57,24,85,64,45,68,56,51,78,61,49,11,1,0,0,0
185,67,27,78,69,69,78,61,67,72,67,60,11,0,1,0,0
189,18,17,28,18,25,27,29,18,43,39,27,49,0,0,0,1
180,36,57,64,28,37,45,66,36,59,54,42,10,0,0,1,0
175,52,27,85,59,61,72,48,63,77,54,50,12,0,1,0,0
178,60,26,54,62,53,67,59,59,65,52,59,13,1,0,0,0
185,38,59,67,26,42,53,60,39,63,49,41,11,0,0,1,0
180,39,51,77,35,40,53,62,40,70,55,48,11,0,0,1,0
183,64,24,76,65,60,68,57,52,71,66,49,13,1,0,0,0
171,64,37,70,66,63,66,56,60,68,60,51,10,1,0,0,0
170,57,65,69,61,66,68,64,61,72,67,61,10,0,1,0,0
176,47,68,80,37,50,59,86,47,70,61,53,13,0,0,1,0
182,19,19,28,18,25,27,29,23,46,35,29,52,0,0,0,1
170,55,38,73,56,65,67,55,64,71,61,52,13,0,1,0,0
189,13,15,28,18,25,27,29,15,35,33,20,49,0,0,0,1
186,38,56,59,29,42,46,59,39,57,50,42,9,0,0,1,0
190,47,56,58,42,50,51,76,43,56,63,51,12,0,0,1,0
186,63,73,65,59,66,63,68,63,65,66,65,11,0,0,1,0
183,52,33,73,56,58,62,55,54,66,55,51,12,0,1,0,0
188,56,60,64,56,61,60,85,58,57,69,62,10,0,1,0,0
191,46,61,51,36,55,52,74,50,53,60,56,12,0,0,1,0
185,60,38,42,63,59,62,68,59,54,64,63,9,0,1,0,0
178,38,52,62,29,44,50,51,43,60,45,41,11,0,0,1,0
179,62,62,66,63,65,67,72,66,68,70,66,10,0,1,0,0
188,46,75,65,39,45,54,78,41,63,65,52,13,0,0,1,0
188,19,15,28,18,25,27,29,16,46,41,21,61,0,0,0,1
174,56,24,81,63,63,76,56,61,77,64,47,9,0,1,0,0
185,66,29,66,72,55,71,69,63,65,70,57,10,1,0,0,0
194,19,11,28,18,25,27,29,14,47,40,22,56,0,0,0,1
173,63,48,66,62,69,64,56,65,65,57,61,11,0,1,0,0
191,13,13,28,18,25,27,29,17,40,41,20,60,0,0,0,1
189,31,52,58,24,30,37,62,28,55,48,39,12,0,0,1,0
174,48,38,71,47,56,64,51,54,71,49,45,9,0,1,0,0
178,57,27,75,60,64,68,58,66,73,65,52,11,0,1,0,0
179,53,41,75,57,58,65,55,65,68,54,52,10,0,1,0,0
176,59,67,86,60,63,74,72,63,77,71,60,11,0,0,1,0
168,41,55,62,43,51,65,54,52,67,53,48,11,0,1,0,0
184,47,63,69,33,56,54,70,46,65,58,50,11,0,0,1,0
195,15,17,28,18,25,27,29,17,49,46,30,63,0,0,0,1
176,42,53,79,31,51,57,55,47,71,51,45,11,0,0,1,0
191,70,88,56,59,77,73,77,70,64,68,75,9,0,0,1,0
182,53,58,58,48,54,56,70,46,59,60,55,10,0,0,1,0
188,66,43,76,72,65,72,72,63,72,68,59,10,1,0,0,0
173,66,30,74,68,66,76,60,67,77,67,53,11,0,1,0,0
192,58,55,76,57,57,61,73,55,65,65,57,12,0,0,1,0
168,48,50,59,45,56,56,53,54,54,54,51,10,0,1,0,0
188,56,62,65,52,65,67,69,59,61,67,57,11,0,1,0,0
183,78,78,72,81,77,81,85,76,76,85,79,12,0,1,0,0
180,51,37,82,49,56,65,48,54,70,51,46,9,0,1,0,0
188,16,17,28,18,25,27,29,21,42,40,28,56,0,0,0,1
183,55,55,78,53,64,71,56,62,74,56,57,11,0,1,0,0
175,59,33,85,65,66,76,53,68,78,55,57,12,1,0,0,0
183,53,31,73,57,57,61,46,60,63,53,46,11,0,1,0,0
177,50,42,62,54,54,63,50,58,62,52,50,14,0,1,0,0
168,56,66,73,59,67,74,61,63,77,66,65,13,0,0,1,0
172,42,53,67,33,51,56,50,45,70,45,44,9,0,0,1,0
176,54,67,70,56,63,65,78,64,66,75,60,12,0,0,1,0
189,49,54,68,52,55,63,72,50,66,65,55,10,0,1,0,0
170,58,32,78,63,64,70,57,55,75,56,52,11,0,1,0,0
190,19,18,28,18,25,27,29,22,56,44,25,63,0,0,0,1
181,49,67,68,33,58,55,63,49,63,52,48,9,0,0,1,0
178,53,62,75,51,60,59,67,57,68,65,56,13,0,0,1,0
179,50,54,66,42,54,60,59,53,66,56,45,13,0,0,1,0
175,64,36,82,63,71,73,54,70,77,57,62,11,0,1,0,0
196,18,16,28,18,25,27,29,24,49,46,31,67,0,0,0,1
175,44,21,64,52,41,52,33,42,60,41,37,10,1,0,0,0
171,38,52,63,34,55,56,59,57,63,56,50,13,0,0,1,0
172,43,36,67,49,49,55,46,48,63,48,45,10,0,1,0,0
189,57,56,71,58,60,63,74,57,64,66,59,9,0,1,0,0
185,61,28,55,66,55,63,78,54,61,76,57,10,1,0,0,0
183,10,11,28,18,25,27,29,13,39,32,17,48,0,0,0,1
171,61,25,73,63,65,68,53,64,71,63,50,12,0,1,0,0
194,16,16,28,18,25,27,29,22,39,38,27,64,0,0,0,1
177,47,60,70,47,53,58,56,46,69,58,50,10,0,0,1,0
174,64,63,76,68,71,72,64,71,74,70,62,9,0,1,0,0
175,58,39,78,57,57,59,63,49,68,60,55,12,1,0,0,0
192,11,11,28,18,25,27,29,14,41,38,25,57,0,0,0,1
172,45,43,66,47,50,53,55,46,62,53,47,10,0,1,0,0
184,50,62,70,52,59,62,67,56,65,60,59,11,0,0,1,0
183,13,12,28,18,25,27,29,15,39,33,22,53,0,0,0,1
189,49,60,55,51,50,50,73,47,51,61,51,13,0,0,1,0
168,67,31,92,70,66,79,65,63,86,74,57,11,0,1,0,0
170,36,47,76,26,39,47,47,36,71,43,39,12,0,0,1,0
182,57,34,83,61,55,67,53,51,76,61,52,10,0,1,0,0
184,49,61,72,33,55,64,74,46,69,58,53,11,0,0,1,0
170,48,64,66,49,56,57,47,48,62,50,57,9,0,1,0,0
182,44,57,65,29,48,47,61,41,57,51,46,10,0,0,1,0
187,53,83,65,31,65,68,72,58,65,53,60,9,0,0,1,0
180,52,18,78,59,46,59,62,47,68,66,44,10,1,0,0,0
182,58,69,77,56,59,68,77,56,74,70,60,10,0,0,1,0
166,59,37,80,64,64,72,50,68,79,57,53,10,0,1,0,0
180,54,66,69,59,59,65,71,62,64,68,63,9,0,1,0,0
174,53,61,66,54,59,64,66,56,68,63,61,9,0,0,1,0
184,50,74,62,44,61,68,73,56,66,63,65,12,0,1,0,0
189,55,23,83,60,57,63,58,52,71,56,48,9,0,1,0,0
183,49,62,69,48,54,56,75,48,61,65,54,11,0,1,0,0
186,36,61,65,28,44,53,73,40,59,63,48,10,0,0,1,0
184,45,60,60,31,54,60,53,51,57,44,52,11,0,0,1,0
173,47,51,62,52,56,63,51,61,63,53,50,9,0,1,0,0
178,56,26,89,62,55,67,58,55,77,61,50,11,0,1,0,0
187,43,16,80,53,38,48,50,38,64,52,39,12,1,0,0,0
188,53,64,64,39,56,50,68,45,59,60,51,11,0,0,1,0
182,46,69,76,36,52,61,71,48,64,63,50,12,0,0,1,0
168,43,40,64,39,53,55,48,49,62,44,50,13,0,1,0,0
171,60,34,73,67,60,70,49,63,72,61,50,10,1,0,0,0
190,35,61,53,27,38,39,61,31,47,54,47,12,0,0,1,0
190,14,11,28,18,25,27,29,12,40,36,16,50,0,0,0,1
186,52,63,65,48,62,62,66,56,62,63,56,10,0,1,0,0
185,62,67,54,64,64,64,78,61,61,77,65,9,0,1,0,0
179,67,22,71,72,66,74,57,71,68,68,52,12,1,0,0,0
182,37,55,76,27,47,58,63,43,70,49,51,12,0,0,1,0
165,54,28,81,59,60,69,48,62,77,60,49,11,1,0,0,0
177,46,56,69,40,49,54,69,46,63,58,49,11,0,0,1,0
177,40,54,63,39,50,61,47,48,64,46,51,12,0,1,0,0
180,64,68,77,60,66,69,77,63,71,73,68,12,0,0,1,0
190,47,68,33,27,52,51,75,45,43,54,50,10,0,0,1,0
178,66,70,53,66,73,72,63,72,65,63,70,10,0,1,0,0
185,57,67,64,52,64,67,68,57,64,62,64,10,0,1,0,0
183,52,24,82,58,56,65,61,53,75,60,49,10,1,0,0,0
170,59,68,71,60,67,71,75,67,74,69,66,11,0,1,0,0
185,14,14,28,18,25,27,29,16,43,45,21,58,0,0,0,1
178,63,74,79,53,67,72,67,72,74,65,64,11,0,0,1,0
185,38,65,55,27,42,40,69,35,54,56,46,11,0,0,1,0
176,50,60,65,42,60,63,63,55,65,57,56,10,0,1,0,0
190,17,15,28,18,25,27,29,18,45,36,28,55,0,0,0,1
172,64,43,84,66,71,79,64,71,80,65,65,9,1,0,0,0
184,50,61,63,39,58,62,60,52,65,51,53,10,0,0,1,0
182,38,67,53,27,39,44,75,36,56,60,44,10,0,0,1,0
182,52,64,85,46,61,69,61,59,72,56,58,11,0,0,1,0
180,50,72,61,46,55,62,67,50,63,64,57,10,0,1,0,0
172,48,56,65,46,61,62,52,59,67,55,54,10,0,1,0,0
187,43,67,50,27,48,38,66,41,50,54,43,11,0,0,1,0
187,38,55,62,28,39,45,63,39,51,51,41,11,0,0,1,0
185,45,65,72,40,44,58,67,45,64,57,53,10,0,0,1,0
169,67,54,78,73,74,81,57,76,77,64,69,9,1,0,0,0
180,12,12,28,18,25,27,29,12,38,35,18,45,0,0,0,1
182,51,59,58,51,59,59,65,56,57,59,59,10,0,1,0,0
183,36,67,70,24,48,57,80,47,65,61,57,10,0,0,1,0
190,58,55,53,62,63,60,79,62,57,72,63,13,0,1,0,0
170,41,58,75,28,53,56,61,48,62,47,53,11,0,0,1,0
178,71,38,81,75,73,77,75,73,77,75,67,13,1,0,0,0
185,13,12,28,18,25,27,29,11,47,39,20,58,0,0,0,1
187,45,54,77,39,50,60,65,50,68,57,49,10,0,0,1,0
175,48,66,81,39,64,67,64,65,75,59,62,10,0,0,1,0
180,49,17,73,56,41,60,57,42,69,56,48,12,1,0,0,0
171,57,57,78,59,65,66,67,66,74,71,56,11,0,0,1,0
182,47,67,55,40,58,49,75,58,56,61,54,13,0,0,1,0
184,50,65,65,41,54,58,76,49,60,63,52,9,0,0,1,0
183,54,28,71,57,51,60,63,53,65,61,48,12,0,1,0,0
177,62,60,68,63,66,70,68,64,70,68,63,12,0,1,0,0
185,52,27,72,56,62,71,61,70,63,61,53,10,1,0,0,0
178,63,47,81,70,63,73,74,67,75,71,63,12,1,0,0,0
175,60,26,74,62,52,67,61,55,68,63,48,11,1,0,0,0
179,39,62,62,29,45,48,56,43,55,50,43,12,0,0,1,0
196,49,80,59,34,61,52,80,47,52,62,58,11,0,0,1,0
176,57,41,76,65,65,76,60,70,75,62,60,10,0,1,0,0
188,48,69,71,49,51,58,72,48,65,71,57,9,0,0,1,0
179,57,70,83,57,69,72,74,70,78,71,66,11,0,0,1,0
181,59,22,70,61,57,69,66,50,68,66,51,10,1,0,0,0
178,60,70,76,50,68,67,81,57,69,71,70,13,0,0,1,0
176,46,64,72,44,50,62,69,49,69,61,57,13,0,0,1,0
180,49,55,66,49,57,59,59,51,63,54,52,11,0,0,1,0
176,57,62,71,60,67,69,70,63,71,66,62,12,0,1,0,0
193,13,18,28,18,25,27,29,14,40,41,17,62,0,0,0,1
163,48,32,75,53,60,65,42,61,71,48,50,12,0,1,0,0
190,42,66,54,31,44,41,72,37,52,59,49,11,0,0,1,0
175,40,56,75,29,53,61,64,51,68,53,50,12,0,0,1,0
194,42,56,63,29,47,49,74,41,57,55,46,12,0,0,1,0
175,67,69,74,69,73,71,72,72,72,73,69,12,0,1,0,0
183,69,46,86,72,68,75,70,68,81,70,65,10,1,0,0,0
175,50,27,77,51,54,69,48,55,76,54,43,11,0,1,0,0
179,51,34,70,57,55,65,46,57,69,53,45,9,0,1,0,0
188,54,29,83,66,46,64,74,53,71,69,54,13,1,0,0,0
177,45,63,71,27,50,60,55,46,68,44,45,11,0,0,1,0
186,71,27,72,77,63,74,78,59,71,78,62,11,1,0,0,0
182,57,53,79,60,53,64,62,51,70,62,56,10,0,0,1,0
180,65,62,72,67,67,69,65,65,71,69,64,10,0,1,0,0
178,57,33,81,64,58,70,54,52,74,61,48,11,1,0,0,0
187,62,72,62,57,68,69,74,67,65,67,67,12,0,1,0,0
178,54,54,75,55,58,62,63,55,70,58,56,11,1,0,0,0
180,46,57,55,45,50,53,70,49,56,59,53,9,0,1,0,0
182,44,59,54,35,46,44,67,41,53,50,46,12,0,0,1,0
183,47,68,75,34,57,66,75,53,70,62,52,11,0,0,1,0
170,54,40,68,63,61,68,47,63,73,58,55,11,0,1,0,0
195,10,11,28,18,25,27,29,12,34,37,19,64,0,0,0,1
189,19,12,28,18,25,27,29,18,46,42,28,61,0,0,0,1
187,23,15,28,18,25,27,29,41,49,46,30,61,0,0,0,1
173,58,68,67,56,66,70,64,59,69,63,63,12,0,1,0,0
180,67,15,53,76,60,67,73,60,59,74,60,12,1,0,0,0
180,58,74,68,48,62,66,77,62,65,75,61,9,0,0,1,0
172,44,57,70,42,55,59,52,59,68,59,51,10,0,0,1,0
188,59,59,69,65,70,71,77,67,68,71,66,8,0,1,0,0
188,54,41,72,59,54,64,67,54,64,64,52,10,1,0,0,0
193,18,13,28,18,25,27,29,18,41,43,29,60,0,0,0,1
189,40,57,59,33,43,54,63,46,56,53,42,9,0,0,1,0
185,13,14,28,18,25,27,29,15,42,45,27,56,0,0,0,1
181,71,25,67,75,64,75,65,67,69,67,66,10,1,0,0,0
177,44,53,68,35,53,52,53,48,63,48,47,9,0,0,1,0
178,52,20,80,58,46,58,56,45,68,60,44,8,1,0,0,0
192,40,64,41,26,45,45,74,40,47,54,50,10,0,0,1,0
193,50,65,48,47,57,52,82,60,46,75,54,10,0,0,1,0
178,44,45,71,41,51,58,60,50,65,55,47,11,0,1,0,0
190,50,22,74,51,47,52,63,45,60,58,45,11,1,0,0,0
185,52,65,76,39,52,64,65,51,68,54,50,11,0,0,1,0
166,61,28,88,67,59,75,69,60,85,71,62,12,1,0,0,0
182,55,20,69,60,48,64,64,57,65,62,50,12,1,0,0,0
175,56,29,68,65,54,67,62,53,66,65,56,11,1,0,0,0
184,54,70,60,45,55,53,76,48,60,61,57,9,0,0,1,0
196,43,62,41,37,44,44,73,41,42,55,50,11,0,0,1,0
177,54,53,77,55,56,61,57,55,69,56,52,11,0,1,0,0
170,67,39,66,70,80,79,64,75,71,68,65,12,0,1,0,0
182,62,71,87,58,71,76,73,69,79,70,66,11,0,0,1,0
174,52,53,64,50,59,62,50,55,65,54,54,9,0,1,0,0
185,72,35,67,76,67,73,66,64,68,74,64,13,1,0,0,0
185,47,60,68,35,50,58,64,45,64,55,50,9,0,0,1,0
175,49,52,57,44,54,57,59,50,60,55,52,10,0,1,0,0
178,52,37,72,56,54,62,54,52,67,57,53,10,1,0,0,0
186,54,61,72,47,53,58,74,51,63,65,50,11,0,0,1,0
187,70,49,64,73,80,78,50,77,67,57,69,11,0,1,0,0
180,19,15,28,18,25,27,29,20,48,46,22,59,0,0,0,1
182,64,74,65,64,74,74,78,73,68,72,74,12,0,1,0,0
189,53,29,71,59,58,69,50,61,66,54,47,12,1,0,0,0
188,14,10,28,18,25,27,29,12,40,37,22,61,0,0,0,1
187,21,13,28,18,25,27,29,20,50,47,29,63,0,0,0,1
186,44,61,65,26,49,52,74,38,58,56,51,11,0,0,1,0
178,53,72,70,52,60,67,73,55,70,72,60,10,0,0,1,0
180,53,64,68,44,50,49,81,42,64,70,53,10,0,0,1,0
188,45,64,52,33,50,54,79,45,56,64,47,11,0,0,1,0
177,47,61,69,36,48,58,52,45,69,50,46,11,0,0,1,0
177,63,39,77,71,68,75,63,69,73,69,57,11,0,1,0,0
187,59,80,63,51,73,72,78,70,66,70,70,11,0,0,1,0
180,65,33,75,71,63,68,71,64,73,70,64,10,1,0,0,0
188,20,15,28,18,25,27,29,23,50,46,29,64,0,0,0,1
177,53,66,65,54,62,63,69,61,65,67,58,11,0,1,0,0
177,45,48,59,45,54,58,58,50,63,54,54,10,0,1,0,0
179,47,58,72,48,54,58,67,52,68,58,53,10,0,1,0,0
190,48,71,59,35,56,49,67,42,62,58,53,11,0,0,1,0
174,60,62,67,63,63,66,70,64,71,70,65,11,0,1,0,0
178,55,63,73,58,62,66,65,60,72,64,61,10,0,1,0,0
200,63,22,47,68,53,60,81,52,46,68,60,9,1,0,0,0
185,18,12,28,18,25,27,29,18,46,39,24,59,0,0,0,1
184,57,77,73,40,59,64,78,50,72,63,65,12,0,0,1,0
167,63,74,74,64,73,75,73,71,75,74,73,12,0,1,0,0
185,58,18,73,70,46,72,63,53,70,66,54,10,1,0,0,0
188,16,15,28,18,25,27,29,20,47,45,29,63,0,0,0,1
171,44,69,55,38,56,62,81,52,65,67,57,11,0,1,0,0
179,53,58,46,55,61,54,72,55,55,62,58,13,0,1,0,0
173,57,63,72,57,62,66,73,60,72,70,62,9,0,0,1,0
183,66,25,68,65,75,74,67,75,69,69,66,9,0,1,0,0
179,48,68,73,43,56,63,77,57,70,65,60,14,0,0,1,0
186,56,31,72,65,46,65,64,53,69,64,56,13,1,0,0,0
177,65,46,87,64,61,70,70,58,78,71,55,12,1,0,0,0
175,56,56,70,59,64,65,60,63,70,60,59,11,0,1,0,0
187,38,63,52,34,41,51,68,45,53,59,50,9,0,0,1,0
192,63,71,73,61,69,74,76,67,71,71,67,10,0,1,0,0
188,38,59,64,23,43,43,76,35,55,56,45,12,0,0,1,0
178,54,28,75,59,61,67,47,59,70,55,47,10,0,1,0,0
195,13,13,28,18,25,27,29,17,33,37,20,62,0,0,0,1
179,60,57,68,60,60,61,69,52,63,64,55,10,1,0,0,0
183,58,21,72,64,49,65,65,53,66,67,52,11,1,0,0,0
172,41,56,65,32,44,58,52,45,62,45,51,9,0,0,1,0
182,33,58,61,21,36,34,59,30,53,48,36,12,0,0,1,0
172,73,39,83,77,74,75,67,72,78,74,69,8,1,0,0,0
174,54,42,83,57,58,65,60,52,71,59,51,10,1,0,0,0
177,56,35,75,62,55,66,63,54,71,61,52,9,0,1,0,0
182,45,24,82,58,43,59,51,46,72,59,39,11,0,1,0,0
165,57,54,69,58,72,77,68,71,77,68,68,13,0,1,0,0
173,64,35,86,66,62,71,49,60,79,63,59,9,0,1,0,0
190,54,23,69,60,45,60,73,46,61,67,53,11,1,0,0,0
186,39,67,57,30,48,46,71,38,62,56,56,10,0,0,1,0
188,43,64,63,35,46,55,77,44,57,60,43,11,0,0,1,0
191,58,70,67,52,62,63,74,59,63,66,63,12,0,0,1,0
170,55,40,70,60,65,69,52,65,72,53,54,11,0,1,0,0
177,65,19,76,68,71,72,59,71,75,67,55,12,0,1,0,0
183,50,69,79,38,53,61,79,53,73,64,55,12,0,0,1,0
177,50,26,73,57,42,61,58,46,68,60,48,11,1,0,0,0
185,43,47,65,37,49,46,60,43,58,52,44,8,0,0,1,0
177,56,60,69,55,59,64,61,56,67,57,60,11,0,1,0,0
195,19,14,28,18,25,27,29,20,46,42,25,58,0,0,0,1
176,59,53,76,59,62,67,73,60,74,67,61,11,0,1,0,0
184,45,74,75,30,50,58,72,48,69,59,51,10,0,0,1,0
179,48,15,63,55,42,52,56,40,64,55,42,12,1,0,0,0
180,46,53,73,48,47,55,73,44,70,63,51,11,0,0,1,0
190,62,27,79,66,65,73,65,67,71,63,56,10,0,1,0,0
185,57,34,80,60,50,62,77,46,69,71,48,11,1,0,0,0
181,59,63,86,57,62,69,75,55,78,72,64,12,0,0,1,0
175,51,19,62,57,47,60,54,46,59,57,45,10,1,0,0,0
173,64,38,83,68,69,79,57,71,80,61,62,11,0,1,0,0
188,44,26,62,53,33,50,57,34,57,53,42,11,1,0,0,0
184,63,77,91,58,66,74,73,58,79,69,67,12,0,0,1,0
180,47,57,66,41,54,62,48,54,65,47,54,12,0,0,1,0
178,71,49,90,77,69,76,72,64,84,72,70,11,1,0,0,0
185,63,31,81,67,61,68,67,59,70,66,53,12,0,1,0,0
187,68,20,72,77,58,72,75,57,68,75,60,10,1,0,0,0
183,48,60,69,35,54,60,65,48,63,55,54,11,0,0,1,0
183,19,15,28,18,25,27,29,18,47,42,25,66,0,0,0,1
174,45,61,65,39,57,59,63,51,67,56,53,10,0,1,0,0
181,40,51,60,41,49,49,59,49,58,57,46,9,0,1,0,0
181,62,72,77,63,69,70,74,68,73,73,71,10,0,0,1,0
186,41,57,64,35,54,57,61,49,60,54,53,11,0,1,0,0
185,12,12,28,18,25,27,29,14,35,39,19,53,0,0,0,1
183,53,24,79,64,48,65,61,51,73,62,52,11,1,0,0,0
185,52,66,38,42,62,57,78,56,44,63,63,10,0,0,1,0
183,46,82,70,33,48,65,78,48,69,66,53,11,0,0,1,0
180,57,38,89,62,63,68,63,63,77,64,59,12,1,0,0,0
184,51,42,47,53,59,63,64,59,51,60,51,10,0,1,0,0
178,65,67,88,67,72,76,74,71,83,73,73,13,1,0,0,0
180,56,61,86,62,59,67,77,55,76,72,59,11,0,0,1,0
182,60,49,77,56,71,66,68,69,73,67,60,9,1,0,0,0
172,53,33,66,54,59,62,49,57,64,50,50,8,0,1,0,0
184,53,24,76,51,56,64,58,53,69,57,44,9,1,0,0,0
188,57,66,42,59,64,53,74,60,50,68,64,10,0,0,1,0
186,57,16,71,68,51,64,67,54,62,70,47,9,1,0,0,0
177,45,61,72,34,53,55,63,48,62,56,49,10,0,0,1,0
170,57,65,64,46,62,62,53,53,66,50,52,11,0,1,0,0
177,53,54,62,57,63,64,66,61,65,63,57,11,0,1,0,0
173,55,37,73,61,68,70,46,67,71,57,50,11,0,1,0,0
180,47,57,65,49,56,59,63,50,63,56,54,10,0,1,0,0
190,55,24,69,63,50,62,67,55,63,62,54,11,1,0,0,0
188,58,62,77,56,60,64,73,60,66,67,58,11,0,0,1,0
190,13,13,28,18,25,27,29,14,47,43,28,64,0,0,0,1
186,50,31,79,58,58,66,65,55,70,62,52,11,1,0,0,0
