,potential,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,attacking_work_rate,defending_work_rate,overall
13195,75,18,181,72,1.0,3,2,1,76.0,38.0,57.0,63.0,56.0,66.0,61,37,44,62,40,63,49,30,56,64,77,75,66,52,67,43,65,70,66,33,63,53,58,52,31,58,58,59,59,10,10,8,12,6,5,3,63
5088,70,21,184,82,1.0,3,2,1,63.0,54.0,65.0,62.0,70.0,72.0,55,51,69,71,46,64,44,42,72,61,64,62,53,73,57,55,68,72,79,53,55,72,58,71,75,67,72,66,71,11,9,7,7,12,3,3,70
7733,67,33,166,64,1.0,3,2,1,83.0,31.0,60.0,66.0,60.0,67.0,63,27,61,62,25,63,55,37,60,66,82,84,83,59,75,28,72,73,62,34,70,61,63,58,34,64,58,59,61,16,9,16,14,9,5,3,67
9486,76,20,175,74,3.0,3,3,1,75.0,51.0,61.0,73.0,34.0,45.0,54,57,42,66,53,73,64,45,62,71,78,73,86,58,83,46,67,63,39,43,32,33,57,63,45,55,34,29,38,11,10,13,7,9,3,3,66
9428,77,21,190,76,1.0,2,2,1,63.0,29.0,45.0,44.0,68.0,63.0,29,21,64,57,33,35,35,33,49,56,68,58,41,57,49,42,79,48,71,30,56,67,33,41,46,50,68,68,69,14,10,10,12,15,1,5,66
15780,67,20,180,72,1.0,3,2,1,74.0,33.0,49.0,57.0,56.0,59.0,53,23,48,54,26,53,47,37,43,56,74,74,71,55,73,60,64,61,59,26,54,56,51,44,32,48,53,61,59,14,7,11,7,8,3,3,60
4804,70,29,178,75,2.0,3,2,1,74.0,48.0,66.0,68.0,63.0,67.0,73,46,48,70,48,66,66,49,64,66,76,72,76,69,77,57,65,86,58,42,66,59,53,59,49,67,66,65,66,9,11,14,8,16,3,3,70
7790,68,25,182,70,3.0,3,3,1,80.0,64.0,62.0,70.0,38.0,50.0,63,61,39,62,63,71,66,70,57,68,80,80,82,56,74,72,60,56,53,64,32,32,60,64,59,59,28,49,49,15,7,14,10,15,5,3,67
15406,65,24,185,78,3.0,3,2,1,73.0,42.0,54.0,55.0,53.0,67.0,57,43,49,60,38,55,35,32,49,52,67,77,66,55,65,40,53,71,70,41,58,53,53,52,39,47,51,57,54,10,7,14,11,14,3,3,60
203,82,33,184,78,1.0,4,3,3,57.0,79.0,85.0,78.0,75.0,69.0,84,77,59,85,81,79,88,82,86,82,59,56,69,80,59,84,33,74,71,76,67,79,79,84,82,80,76,77,72,14,11,12,5,9,3,3,82
397,80,33,174,75,1.0,4,5,4,73.0,72.0,80.0,87.0,75.0,71.0,84,71,72,80,63,89,84,67,77,91,74,73,80,77,78,81,74,67,70,70,77,79,80,78,59,79,71,77,78,12,5,5,5,9,5,1,80
18443,53,28,183,78,1.0,2,2,1,61.0,23.0,31.0,34.0,52.0,64.0,26,17,47,38,25,24,24,28,23,41,63,60,39,47,56,39,72,59,73,21,48,46,21,32,30,35,50,59,57,9,11,10,10,15,3,3,53
12125,70,24,168,60,1.0,2,3,1,68.0,50.0,59.0,66.0,27.0,41.0,64,58,30,60,37,70,50,52,57,65,66,69,58,59,74,44,42,63,31,38,38,30,60,56,53,44,22,30,28,7,9,13,9,8,5,3,64
8985,68,28,185,77,1.0,2,2,1,58.0,22.0,39.0,51.0,66.0,76.0,28,17,70,57,24,46,30,26,32,52,67,51,55,67,50,32,82,78,80,21,61,59,28,30,32,59,69,68,65,9,12,7,7,10,3,3,66
2740,73,28,179,70,1.0,3,2,1,84.0,51.0,60.0,63.0,69.0,76.0,74,42,62,59,40,59,66,41,62,67,79,88,75,62,60,74,89,79,73,52,77,68,49,50,46,61,73,68,70,7,8,13,13,10,5,3,73
18909,65,20,183,75,1.0,3,2,1,65.0,50.0,37.0,49.0,18.0,54.0,28,53,46,41,41,45,37,32,32,49,64,66,62,47,61,50,67,44,63,49,41,11,52,44,40,50,19,12,20,13,9,7,6,7,3,3,51
4235,71,31,190,68,1.0,3,4,1,83.0,72.0,63.0,70.0,37.0,64.0,62,71,62,63,73,70,69,68,58,69,83,83,81,70,57,75,73,75,64,74,47,39,71,65,64,74,34,33,32,10,16,10,11,8,5,3,71
2398,86,20,177,71,1.0,3,4,1,86.0,70.0,69.0,76.0,50.0,73.0,73,67,70,72,66,77,59,64,64,73,85,87,85,66,76,77,85,82,66,72,75,50,69,67,66,73,46,47,49,8,9,15,8,9,5,3,74
1879,84,21,178,71,1.0,3,4,1,82.0,65.0,70.0,76.0,68.0,66.0,75,68,55,75,55,74,71,31,62,78,85,80,79,74,84,67,66,76,60,55,67,70,76,72,61,76,69,70,63,6,11,7,8,7,5,3,75
13515,62,28,180,76,4.0,3,3,1,75.0,60.0,56.0,63.0,39.0,67.0,55,61,58,59,57,61,59,58,50,62,74,75,72,59,70,62,76,72,63,57,67,31,62,57,62,58,44,35,33,15,8,16,8,13,3,3,62
15883,72,18,176,70,1.0,3,2,1,76.0,31.0,44.0,51.0,60.0,58.0,46,25,55,52,31,48,38,26,43,55,75,77,44,52,73,42,73,52,58,30,63,63,31,37,38,42,57,63,59,7,11,15,15,7,3,3,60
429,81,27,187,77,1.0,5,4,3,74.0,76.0,80.0,82.0,58.0,66.0,79,74,64,81,77,83,77,76,77,84,76,73,80,78,74,80,77,68,67,78,56,66,78,81,65,82,48,64,44,11,13,5,13,8,3,3,80
10574,76,22,178,68,1.0,3,3,1,70.0,51.0,67.0,68.0,58.0,60.0,68,50,55,71,34,66,61,42,68,68,66,73,82,58,67,55,62,68,57,51,55,58,58,65,44,63,60,58,58,14,13,12,14,15,3,3,65
18055,65,18,186,75,3.0,2,2,1,66.0,51.0,48.0,55.0,20.0,62.0,40,57,52,53,46,52,45,30,47,56,62,70,61,55,58,46,59,55,65,46,63,16,52,53,32,53,12,20,19,12,8,10,9,6,3,3,55
16277,68,24,179,75,1.0,3,2,1,57.0,30.0,39.0,42.0,62.0,57.0,34,22,57,51,34,44,34,26,35,34,61,54,42,53,66,47,65,63,57,29,48,59,24,30,43,40,59,67,71,9,10,9,11,5,3,3,59
18022,76,18,180,75,1.0,3,2,1,72.0,53.0,42.0,59.0,21.0,45.0,33,55,58,50,34,56,41,30,30,57,71,72,76,50,79,55,64,45,51,49,27,13,53,51,56,44,16,18,19,8,14,6,9,11,5,3,55
4516,86,20,182,69,1.0,3,2,1,76.0,69.0,60.0,64.0,39.0,75.0,50,72,73,70,63,60,52,36,55,72,75,77,65,62,63,67,63,62,83,65,72,31,73,65,74,57,29,45,32,6,14,12,6,10,5,3,71
76,85,34,190,85,1.0,4,2,3,64.0,58.0,69.0,72.0,86.0,80.0,44,48,83,81,58,69,56,60,81,79,60,68,59,82,53,74,90,65,86,65,82,86,38,71,70,86,88,85,81,2,2,3,2,4,3,5,85
17246,71,19,170,65,1.0,3,3,1,72.0,58.0,55.0,66.0,18.0,46.0,54,59,51,58,57,65,62,60,49,63,75,69,80,42,85,56,67,52,47,61,32,13,49,51,59,62,12,16,17,12,11,7,7,11,3,3,57
19219,62,19,177,74,1.0,3,2,1,66.0,51.0,40.0,49.0,22.0,45.0,47,53,32,38,44,49,35,36,39,46,68,64,55,39,73,66,40,43,52,35,33,20,41,41,54,46,18,20,29,7,13,12,10,13,3,3,48
17189,71,20,180,75,1.0,3,2,1,63.0,57.0,33.0,54.0,25.0,55.0,20,61,64,39,52,50,31,23,28,60,62,63,53,49,68,51,68,56,55,55,50,21,60,42,53,47,17,23,22,9,10,5,11,9,3,3,57
16607,66,22,183,78,1.0,2,2,1,68.0,32.0,48.0,54.0,56.0,69.0,57,28,56,52,35,54,41,29,48,54,70,67,64,49,59,36,67,71,72,33,59,56,48,39,32,41,53,57,57,8,9,7,9,7,3,3,58
8491,79,19,175,70,1.0,3,3,1,69.0,69.0,52.0,69.0,34.0,52.0,33,73,55,65,59,72,34,28,58,71,68,69,58,64,74,70,69,41,59,69,44,46,62,55,55,48,43,15,16,8,10,7,12,10,3,3,67
16282,59,31,186,78,1.0,3,2,1,70.0,55.0,49.0,54.0,40.0,68.0,45,60,52,54,33,56,53,33,42,56,69,71,40,58,44,61,57,72,72,45,57,40,60,52,43,58,35,41,40,13,10,10,7,11,3,3,59
16286,75,19,172,67,1.0,3,2,1,76.0,44.0,55.0,65.0,53.0,51.0,39,32,46,61,40,65,60,35,59,62,79,74,84,59,82,58,59,61,42,59,61,55,47,61,39,43,58,50,49,9,14,13,7,10,5,5,59
10292,69,22,173,69,1.0,2,3,1,73.0,55.0,61.0,66.0,36.0,60.0,61,59,47,64,45,64,68,68,49,65,74,72,74,59,81,54,83,73,60,49,37,34,61,62,52,56,35,35,33,12,10,11,13,10,3,3,65
13060,68,24,170,67,1.0,3,2,1,78.0,57.0,56.0,65.0,58.0,58.0,62,59,40,62,49,67,44,35,44,64,80,76,70,52,75,59,51,61,63,50,43,61,65,59,49,50,59,60,57,13,11,13,9,14,5,3,63
10344,65,31,180,70,1.0,3,2,1,81.0,52.0,57.0,64.0,61.0,67.0,64,57,58,65,25,66,30,31,60,59,82,80,78,52,68,59,69,70,61,40,80,63,65,45,36,58,59,62,60,10,6,8,8,14,3,3,65
12019,73,21,188,88,1.0,3,2,1,81.0,64.0,49.0,60.0,28.0,71.0,40,65,64,57,61,58,47,41,39,60,81,81,69,58,51,66,71,69,80,60,50,21,61,56,60,62,23,27,21,13,14,6,13,12,3,3,64
10766,69,24,185,72,3.0,3,2,1,59.0,56.0,61.0,63.0,62.0,71.0,45,50,55,69,41,62,40,45,67,64,63,56,65,62,67,70,76,76,73,60,56,61,59,67,48,66,62,65,62,14,10,6,10,13,3,5,65
7296,79,20,174,73,1.0,3,3,1,88.0,61.0,60.0,73.0,56.0,66.0,61,53,57,64,60,74,56,48,62,70,90,87,88,56,79,77,71,74,61,63,67,55,62,53,51,63,58,53,57,6,11,5,14,6,5,5,68
17175,74,20,180,76,1.0,3,2,1,63.0,49.0,51.0,54.0,52.0,58.0,35,51,45,61,39,49,38,57,58,60,65,62,62,56,51,39,50,72,58,55,40,63,50,46,49,40,40,61,50,7,8,16,11,7,3,3,57
17746,75,18,173,65,1.0,3,2,1,75.0,56.0,42.0,56.0,23.0,49.0,33,61,52,47,43,54,41,32,36,52,74,75,72,54,83,52,75,54,47,54,42,14,56,48,53,49,22,22,19,7,8,13,10,5,5,1,56
6752,68,29,174,67,1.0,3,2,1,65.0,59.0,62.0,65.0,61.0,75.0,42,55,52,73,32,69,61,57,64,64,64,66,59,66,70,73,49,85,73,59,72,70,60,65,74,50,57,65,54,13,8,10,11,8,3,3,68
4150,71,31,183,82,1.0,2,3,1,32.0,55.0,64.0,66.0,64.0,75.0,42,53,51,77,31,65,50,47,74,67,33,32,61,65,63,73,66,74,73,54,84,68,56,64,36,73,67,63,62,8,15,14,9,6,3,3,71
3581,72,21,180,77,1.0,3,2,1,62.0,46.0,57.0,57.0,72.0,68.0,54,44,76,65,51,51,44,52,66,59,61,62,65,70,65,44,82,53,71,51,77,69,34,42,53,64,68,76,72,12,8,9,8,12,3,3,72
17234,69,19,186,82,2.0,3,2,1,61.0,30.0,36.0,36.0,58.0,59.0,29,26,60,41,36,27,32,34,35,36,60,62,58,49,53,44,61,50,65,20,56,53,28,37,40,46,55,63,64,12,6,10,15,13,3,3,57
11361,66,28,186,78,1.0,2,2,1,62.0,54.0,41.0,55.0,64.0,67.0,26,61,72,48,43,51,48,34,46,60,61,62,61,57,53,66,77,63,70,31,61,61,59,40,47,57,64,62,64,10,9,11,15,13,3,3,64
2144,77,26,178,76,1.0,3,2,1,76.0,50.0,68.0,67.0,71.0,81.0,69,45,74,73,39,65,39,41,71,70,75,76,67,71,60,60,88,82,76,49,88,76,65,70,60,65,67,71,71,13,9,15,15,15,3,5,74
2583,73,31,183,75,1.0,3,2,2,56.0,31.0,44.0,59.0,76.0,67.0,40,25,74,54,33,54,38,17,54,58,57,55,67,71,76,52,76,49,68,25,85,74,23,30,35,70,76,77,77,13,11,13,11,6,1,5,73
418,80,29,181,78,1.0,3,3,1,58.0,79.0,82.0,77.0,72.0,70.0,81,72,66,84,79,76,81,81,82,81,62,55,69,79,68,88,58,76,66,86,76,73,79,81,82,81,77,72,60,9,9,11,11,10,3,5,80
16928,68,20,178,75,2.0,3,3,1,71.0,52.0,53.0,61.0,29.0,56.0,54,52,37,55,51,61,56,46,49,60,73,69,67,51,70,55,40,52,59,48,59,22,54,53,59,56,25,32,36,12,13,9,10,12,3,3,58
2425,82,19,183,73,1.0,3,3,1,77.0,70.0,56.0,74.0,37.0,72.0,42,73,67,69,63,74,65,33,52,76,79,76,73,75,64,73,63,77,75,61,61,40,80,54,70,66,35,33,17,8,14,9,13,7,5,3,74
9531,75,22,185,77,2.0,3,3,1,63.0,49.0,67.0,62.0,62.0,75.0,67,41,63,71,38,63,67,62,68,64,61,64,63,56,62,65,66,76,75,55,75,60,41,58,48,54,60,65,61,10,10,11,10,7,3,5,66
6931,71,24,181,79,3.0,3,2,1,75.0,40.0,54.0,60.0,66.0,78.0,58,33,64,63,28,59,29,41,56,63,72,78,54,65,57,55,85,83,79,41,65,66,39,40,42,55,66,67,65,12,13,11,15,10,3,3,68
2696,73,30,183,81,1.0,2,2,1,52.0,43.0,56.0,56.0,72.0,81.0,57,38,71,64,41,48,55,44,64,66,51,52,43,76,53,55,82,76,83,43,84,70,51,38,38,69,74,72,70,10,9,10,11,7,3,5,73
4761,70,32,171,69,2.0,4,3,1,63.0,66.0,70.0,71.0,57.0,68.0,67,65,43,73,65,69,72,64,71,72,64,62,76,68,84,74,74,78,62,63,70,64,62,69,69,68,50,64,60,14,11,10,7,10,3,3,70
7976,67,26,180,70,1.0,4,4,1,78.0,58.0,60.0,68.0,34.0,66.0,63,57,58,64,50,67,48,27,57,65,79,78,77,66,77,65,56,72,67,55,60,45,63,65,58,63,45,14,17,9,14,10,6,9,5,3,67
2110,74,29,183,72,1.0,3,3,2,74.0,56.0,66.0,69.0,70.0,69.0,71,53,60,72,43,68,63,35,60,71,76,72,69,72,67,65,74,76,65,53,70,70,68,62,55,69,71,72,71,12,14,8,15,11,3,3,74
14530,68,24,182,78,1.0,2,2,1,63.0,39.0,46.0,55.0,58.0,62.0,58,36,52,53,24,55,49,28,42,58,64,62,48,50,59,46,68,71,64,41,43,59,45,30,36,43,56,61,59,9,7,9,8,12,5,3,61
11500,73,23,187,76,2.0,3,2,1,78.0,29.0,51.0,54.0,63.0,68.0,53,21,62,59,20,51,19,26,53,56,76,80,59,54,55,51,64,58,73,26,67,62,47,48,21,58,64,63,62,10,8,14,7,14,3,3,64
16143,65,23,169,68,1.0,3,2,1,79.0,44.0,44.0,53.0,52.0,61.0,51,43,49,47,51,49,47,35,35,49,78,80,77,58,82,55,58,73,56,37,59,56,52,41,30,40,48,55,54,9,10,9,7,15,5,1,59
3111,72,33,182,76,1.0,2,2,1,66.0,46.0,60.0,65.0,68.0,88.0,63,34,70,62,52,64,71,51,61,65,64,68,69,67,54,59,80,83,91,50,87,67,53,50,63,70,64,70,71,9,16,10,10,13,3,5,72
12213,75,21,180,72,1.0,3,3,1,76.0,40.0,55.0,64.0,58.0,60.0,61,38,42,63,34,68,50,46,51,63,75,76,58,58,61,37,53,71,58,45,51,56,59,42,43,60,62,62,58,10,7,11,13,9,3,3,64
18638,67,19,172,64,1.0,3,2,1,67.0,46.0,49.0,54.0,27.0,45.0,50,46,34,51,38,54,42,48,47,52,68,67,58,47,74,47,49,47,44,44,46,22,49,49,47,48,29,28,22,11,6,8,13,12,3,3,53
5236,74,25,182,76,1.0,3,3,1,80.0,54.0,63.0,71.0,62.0,69.0,78,50,59,63,44,69,50,47,62,75,84,76,72,67,68,71,60,73,66,49,76,63,59,58,47,64,59,64,63,14,8,9,15,10,5,3,70
14249,68,24,191,93,4.0,3,2,1,70.0,33.0,39.0,45.0,60.0,76.0,30,33,61,53,22,44,26,20,40,42,69,71,45,54,56,45,72,61,90,21,59,59,32,30,36,55,59,61,59,12,8,12,9,12,5,5,62
5600,69,31,182,83,3.0,4,2,2,36.0,66.0,67.0,67.0,69.0,71.0,65,63,67,68,68,67,70,61,66,70,39,34,61,66,63,71,73,67,73,66,69,70,66,68,69,70,70,68,67,6,14,16,10,14,1,3,69
4932,70,29,179,78,1.0,3,2,1,78.0,36.0,58.0,65.0,64.0,79.0,65,29,63,63,32,65,45,29,53,65,77,78,70,60,66,45,70,90,80,40,64,68,55,55,39,55,60,65,67,7,8,9,12,11,5,3,70
12540,68,24,183,76,1.0,3,2,1,65.0,58.0,63.0,63.0,58.0,62.0,62,58,50,66,49,60,53,55,63,64,65,65,68,58,79,58,56,67,60,61,60,63,58,63,47,57,58,60,53,16,15,7,11,8,3,3,63
1389,79,23,175,80,1.0,3,2,1,92.0,45.0,61.0,72.0,72.0,77.0,70,35,63,65,33,70,54,36,54,72,90,93,77,69,79,66,75,84,78,45,64,73,49,58,54,68,72,73,72,10,10,12,12,7,5,5,76
2919,78,22,175,66,1.0,3,3,1,73.0,45.0,67.0,72.0,70.0,65.0,71,40,53,71,38,71,63,33,66,71,75,72,82,68,81,63,45,80,61,36,63,73,61,65,43,69,72,71,72,6,12,14,11,8,5,3,73
1508,75,33,178,73,1.0,5,4,2,67.0,70.0,78.0,79.0,62.0,56.0,74,69,64,81,72,80,77,66,75,81,70,64,77,73,75,72,68,34,60,68,71,63,74,80,70,80,61,62,62,6,15,14,8,11,5,5,75
10121,66,26,182,75,1.0,3,3,1,86.0,45.0,55.0,62.0,57.0,73.0,61,37,56,54,29,62,48,29,56,62,83,88,75,60,49,62,76,72,73,48,75,55,60,59,36,59,54,61,63,8,7,11,8,10,5,3,65
3588,72,25,182,78,1.0,3,2,1,70.0,47.0,66.0,62.0,72.0,74.0,51,51,73,72,39,62,61,62,71,61,72,68,56,72,60,44,82,68,73,41,81,71,44,67,63,70,73,72,73,7,15,7,8,10,5,3,72
16591,67,23,174,70,1.0,3,2,1,63.0,43.0,51.0,62.0,56.0,62.0,46,39,48,63,43,60,40,44,59,61,62,63,68,54,75,54,54,65,68,43,43,59,39,32,45,59,56,57,54,11,12,13,7,12,1,3,58
4971,71,27,184,77,1.0,4,2,1,62.0,40.0,53.0,56.0,71.0,73.0,40,42,70,62,41,51,44,39,64,56,63,61,53,68,74,55,87,73,74,21,68,70,40,48,44,67,73,70,69,11,8,6,8,13,1,5,70
11011,66,27,179,72,2.0,3,3,1,71.0,66.0,55.0,66.0,28.0,60.0,45,65,61,62,62,65,55,63,50,67,73,70,73,64,72,68,73,63,54,64,68,25,67,56,74,58,22,25,30,14,9,8,11,9,3,5,65
11284,64,30,173,68,1.0,3,2,1,31.0,54.0,59.0,61.0,60.0,70.0,50,52,43,65,43,59,50,40,63,62,32,31,58,62,77,64,53,65,72,53,73,61,51,60,49,67,60,64,61,13,15,14,15,12,3,5,64
10516,72,22,177,74,1.0,2,2,1,75.0,40.0,55.0,62.0,61.0,62.0,63,38,60,61,25,59,25,30,60,65,76,74,72,55,73,45,76,62,59,43,67,64,43,48,41,56,55,66,63,11,11,14,13,6,5,3,65
3223,72,31,188,84,2.0,2,2,1,50.0,75.0,57.0,66.0,36.0,69.0,56,74,78,62,72,63,59,43,46,73,50,50,61,74,52,80,74,48,80,69,66,44,77,62,81,76,20,37,22,9,11,7,9,13,3,1,72
18287,68,17,185,71,1.0,3,2,1,66.0,49.0,53.0,55.0,35.0,49.0,46,50,42,59,41,55,48,45,56,57,65,67,55,40,64,54,54,50,52,46,38,28,48,52,42,50,35,38,32,7,14,9,12,12,3,3,54
16095,76,20,188,78,3.0,4,2,1,57.0,59.0,38.0,54.0,26.0,73.0,30,61,61,42,43,53,42,35,28,58,53,60,54,53,48,64,64,55,84,53,69,15,59,48,62,54,33,16,19,7,7,8,7,7,3,5,59
8646,73,24,186,80,1.0,2,2,1,52.0,31.0,36.0,38.0,68.0,75.0,30,25,73,43,35,33,29,35,35,37,51,53,49,52,52,47,73,60,81,26,80,66,28,32,40,48,67,69,67,6,12,8,12,13,1,3,67
1874,85,22,174,67,1.0,2,4,1,86.0,55.0,71.0,78.0,65.0,63.0,77,52,54,72,47,78,68,59,64,75,87,86,84,74,82,64,52,74,58,48,63,67,73,72,58,74,66,67,65,11,8,8,9,6,5,3,75
8615,72,25,177,70,1.0,2,2,1,71.0,27.0,50.0,60.0,64.0,55.0,62,28,57,59,23,51,33,36,41,69,70,72,70,67,65,22,57,70,50,24,47,65,40,39,37,47,65,64,61,11,6,12,13,11,5,5,67
2378,74,28,166,61,1.0,4,4,1,83.0,64.0,67.0,79.0,34.0,61.0,70,70,45,67,56,83,61,55,67,73,85,81,83,65,89,68,56,70,59,50,54,33,68,70,62,68,27,37,32,5,6,11,14,14,5,3,74
6366,81,19,193,80,1.0,3,2,1,55.0,34.0,48.0,55.0,69.0,71.0,31,29,75,64,24,54,31,23,51,60,52,58,45,64,34,54,73,54,81,24,69,66,41,44,43,70,69,69,64,12,8,8,6,11,3,3,69
3405,72,34,184,86,1.0,4,3,1,60.0,51.0,70.0,69.0,69.0,77.0,60,45,71,73,49,70,71,67,71,72,66,55,60,65,59,59,83,73,80,57,72,69,70,72,41,68,66,70,68,7,6,14,15,8,3,3,72
18775,67,18,182,75,1.0,3,2,1,73.0,50.0,37.0,53.0,16.0,60.0,30,53,45,42,33,49,34,31,25,52,72,74,72,52,68,49,59,68,58,47,57,10,50,45,56,47,16,11,16,12,10,9,11,9,3,3,52
7492,67,37,183,75,1.0,4,2,1,31.0,42.0,59.0,58.0,66.0,69.0,58,39,70,67,43,57,42,37,67,65,32,31,36,64,59,53,73,50,77,38,70,66,45,49,42,69,66,66,65,13,12,15,15,7,3,3,67
600,81,26,189,85,1.0,3,3,2,64.0,48.0,68.0,74.0,77.0,84.0,55,37,71,78,36,77,51,37,73,77,63,65,60,75,56,72,75,78,87,50,85,79,59,70,45,77,72,81,79,11,15,11,14,10,3,3,79
13252,66,25,170,67,1.0,4,3,1,73.0,61.0,55.0,65.0,39.0,48.0,63,65,58,55,55,70,68,55,33,61,73,73,68,55,67,58,55,51,50,55,35,35,55,58,66,49,33,44,33,14,14,11,9,5,5,3,63
7443,78,20,180,79,1.0,3,3,1,73.0,67.0,57.0,71.0,22.0,63.0,60,68,66,63,68,74,53,51,38,70,74,73,73,64,60,68,75,58,74,65,38,18,67,58,67,71,16,18,13,9,15,15,6,6,3,3,68
2768,75,26,186,79,1.0,3,3,1,66.0,59.0,69.0,71.0,68.0,75.0,59,56,66,77,51,68,52,43,74,77,68,64,69,73,65,65,72,83,75,63,64,69,59,73,48,73,69,67,66,14,11,6,15,8,3,3,73
19028,59,22,184,76,1.0,2,2,1,58.0,24.0,29.0,34.0,50.0,63.0,24,19,49,34,29,29,20,29,24,33,56,60,39,42,53,32,71,61,72,22,41,51,21,30,37,39,50,49,51,8,15,5,14,7,3,3,50
4644,70,36,188,84,1.0,3,3,3,56.0,71.0,62.0,66.0,42.0,70.0,56,72,73,64,66,67,70,50,61,69,58,55,64,65,46,77,67,62,75,64,70,40,74,65,70,73,35,40,43,16,15,16,8,10,5,1,70
6188,83,21,179,74,1.0,3,3,1,66.0,57.0,69.0,69.0,62.0,64.0,58,54,52,76,53,67,59,46,73,71,72,61,70,65,68,66,51,73,62,54,60,58,58,71,58,73,66,63,61,7,10,11,13,9,3,3,69
18634,68,18,189,85,1.0,2,2,1,51.0,28.0,28.0,32.0,54.0,64.0,24,24,45,31,31,27,26,29,27,31,48,53,38,48,43,39,68,57,75,22,45,55,28,30,40,45,52,58,54,6,9,13,15,9,3,3,53
6023,69,31,176,72,1.0,4,3,1,64.0,62.0,69.0,67.0,39.0,66.0,73,66,46,72,50,65,63,68,67,70,62,66,78,67,68,62,39,79,68,57,49,46,67,65,57,51,35,37,34,13,7,12,15,13,5,1,69
8993,66,29,172,69,1.0,3,2,1,80.0,63.0,66.0,69.0,54.0,61.0,57,60,49,72,36,68,63,68,66,67,79,81,84,60,78,71,58,75,56,68,56,59,66,63,59,66,49,59,48,12,9,12,7,10,5,3,66
17353,68,20,182,72,2.0,3,2,1,70.0,59.0,49.0,56.0,24.0,56.0,40,59,55,56,54,56,50,42,41,54,69,71,65,53,60,60,69,58,61,56,36,20,58,52,63,50,21,19,20,12,9,6,11,9,3,3,57
5720,70,28,184,77,1.0,3,2,1,62.0,41.0,58.0,51.0,70.0,72.0,56,33,69,66,49,44,54,29,61,53,49,73,62,65,54,56,76,66,78,48,64,68,23,52,34,56,68,72,70,11,15,12,10,10,3,5,69
9714,80,19,172,59,2.0,4,3,1,67.0,58.0,65.0,70.0,36.0,41.0,60,58,35,70,50,71,62,52,64,68,71,64,81,51,79,54,63,44,32,64,52,32,62,64,55,68,42,34,37,11,11,14,9,12,3,1,66
19191,59,22,168,65,1.0,2,2,1,61.0,24.0,33.0,43.0,46.0,53.0,35,20,40,34,30,43,29,31,30,34,66,57,53,50,78,26,57,60,49,25,53,41,40,34,30,35,45,50,48,12,6,5,11,6,3,5,48
7724,68,27,186,77,1.0,3,2,1,70.0,43.0,59.0,60.0,61.0,73.0,67,41,54,60,35,57,60,35,62,60,67,73,66,63,63,58,67,83,72,34,65,63,56,55,39,61,65,60,58,9,10,14,7,11,5,3,67
12754,67,24,175,70,1.0,4,2,1,76.0,63.0,60.0,66.0,45.0,61.0,56,64,65,66,57,67,62,60,61,62,80,73,79,56,69,67,67,79,60,62,38,30,55,50,62,61,54,43,38,10,6,13,14,5,5,3,63
2323,78,25,178,75,1.0,4,4,1,67.0,73.0,78.0,73.0,61.0,65.0,76,67,55,79,73,73,78,76,80,76,69,66,73,69,70,84,65,75,57,78,71,67,68,76,76,71,60,61,58,11,14,6,8,8,3,3,74
10222,70,25,176,74,2.0,3,3,1,77.0,53.0,63.0,69.0,60.0,65.0,58,52,54,68,52,67,60,50,62,68,78,77,82,67,74,58,69,75,62,51,58,58,63,64,49,63,59,64,63,7,15,7,9,11,5,3,65
6569,68,30,188,80,1.0,2,2,1,53.0,41.0,54.0,56.0,68.0,75.0,58,39,69,61,55,55,26,27,59,58,52,53,57,60,59,68,52,74,78,18,73,69,45,49,33,52,69,68,66,12,8,6,9,13,3,5,68
10807,77,21,183,78,1.0,2,2,1,70.0,32.0,57.0,61.0,60.0,56.0,67,23,45,60,21,60,47,31,54,63,68,72,60,60,62,39,54,70,52,39,50,58,58,55,40,54,60,65,62,14,13,12,10,15,3,3,65
1068,80,25,175,70,1.0,2,4,2,88.0,69.0,71.0,82.0,39.0,53.0,71,66,54,71,66,82,75,64,65,81,87,89,90,73,79,72,56,68,44,73,55,33,71,75,62,78,31,44,41,6,12,13,9,9,5,3,77
10421,66,27,174,66,2.0,3,2,1,66.0,54.0,59.0,64.0,61.0,66.0,48,50,55,67,47,61,48,44,64,63,67,65,70,64,76,67,64,75,59,51,74,63,55,57,56,63,58,62,65,8,7,9,8,11,5,3,65
5131,77,22,175,74,2.0,3,2,1,75.0,64.0,66.0,70.0,69.0,77.0,55,63,59,71,55,68,62,57,69,70,74,75,69,70,80,67,66,84,74,65,77,69,68,68,55,73,70,72,69,13,14,8,15,7,5,5,70
